,Unnamed: 0,Recipe_Name,Type,Serving,Protein,Fat,Carbs,Calories,cholesterol,sodium,fiber,sugar,Prepare time,cooking time,Total_Time,Ratings
831,180,Chicken Quesadilla,Dinner,1.0,47.5,31.5,30.5,435.0,102.5,1009.5,16.5,5.0,10.0,15.0,25 mins,5.0
832,181,Mozzarella Basil and Tomato Skewers,appetizer,1.0,7.3,7.2,3.3,106.1,,137.1,0.6,0.1,,,,
833,182,Chickpea and Roasted Pepper Dip,Appetizer,1.0,6.0,5.0,28.0,171.0,,323.0,5.0,,,,,5.0
834,183,Mussels in Basil Cream Sauce,Appetizer,14.0,20.6,24.0,11.7,370.6,,973.1,0.4,2.1,,,,5.0
835,184,Skinny Buffalo Wings,dinner,2.0,19.0,13.5,4.0,204.0,56.5,812.0,0.6,1.0,5.0,20.0,55 mins,4.55
836,185,Baked Tostones,appetizer,1.0,1.1,4.8,38.2,184.0,,6.6,2.7,17.5,20.0,25.0,45 mins,3.67
837,0,Cream of Asparagus Soup,asparagus,1.0,6.0,3.0,10.0,81.0,7.0,576.0,4.0,1.0,5.0,20.0,25 mins,4.83
838,1,Slow Cooker Chicken and Lentil Soup,lunch,1.0,29.5,8.5,41.0,350.0,67.5,539.5,7.0,4.5,15.0,,4 hrs 15 mins,4.77
839,2,Butternut Squash Soup,Dinner,1.0,3.0,4.0,28.0,144.0,,199.0,5.0,10.0,20.0,40.0,1 hr,5.0
840,3,Chicken Pot Pie Soup,Dinner,1.0,30.0,3.5,32.0,268.0,64.0,983.0,4.0,12.0,10.0,35.0,45 mins,4.75
841,4,Chicken Gnocchi Soup,Dinner,1.0,29.5,7.5,37.0,341.0,86.0,790.5,2.5,2.5,10.0,35.0,45 mins,4.95
842,5,Roasted Red Pepper Soup,dinner,1.0,3.0,3.0,21.0,138.0,8.5,770.0,3.0,5.8,10.0,45.0,55 mins,4.8
843,6,Italian Wedding Soup,lunch,1.0,22.0,3.0,12.0,167.0,25.0,647.5,2.5,0.5,20.0,10.0,30 mins,4.93
844,7,Leftover Turkey Noodle Soup,Dinner,1.0,5.0,0.5,25.5,131.0,,57.0,4.5,2.5,10.0,,10 mins,5.0
845,8,Turkey Stock for Gravy,,1.0,0.5,0.5,4.0,17.0,,158.0,1.0,2.5,10.0,30.0,5 hrs 10 mins,5.0
846,9,Minestrone Soup,Dinner,1.0,8.0,2.0,31.5,175.0,,358.0,5.0,5.0,15.0,5.0,1 hr 20 mins,4.97
847,10,Coconut Curry Butternut Squash Soup,,1.0,2.0,5.0,14.5,108.0,3.8,726.0,3.5,0.2,5.0,20.0,25 mins,4.89
848,11,Loaded Baked Potato Soup,lunch,1.0,14.0,7.0,23.0,200.0,17.0,323.0,3.5,6.0,10.0,10.0,20 mins,4.76
849,12,Instant Pot Chicken Noodle Soup,Instant Pot,1.0,26.5,6.5,13.5,223.0,117.0,775.0,1.4,3.0,15.0,35.0,50 mins,4.91
850,13,Gazpacho,Appetizer,1.0,3.0,6.0,15.0,116.0,,755.0,3.5,7.5,30.0,0.0,3 hrs 30 mins,4.92
851,14,Broccoli Cheddar Soup,lunch,1.0,12.5,12.5,24.0,242.0,37.5,360.0,4.0,6.0,20.0,30.0,50 mins,4.99
852,15,Short Rib Soup (Instant Pot or Stove),Instant Pot,,21.0,9.5,10.0,206.0,62.0,497.0,3.5,4.0,15.0,20.0,1 hr 35 mins,4.19
853,16,Wild Mushroom and Farro Soup,lunch,1.0,14.0,13.0,39.0,331.0,19.0,867.0,6.0,6.0,15.0,,1 hr 15 mins,4.88
854,17,Cabbage Soup with Chicken and Pork,,1.0,26.5,5.0,13.0,217.0,93.5,212.5,4.0,4.5,10.0,,1 hr 10 mins,5.0
855,18,Pasta Fagioli (Pasta and Beans),dinner,1.0,10.0,4.0,46.0,262.5,46.0,623.0,5.5,6.0,10.0,25.0,35 mins,4.94
856,19,Avgolemono Chicken and Rice Soup,Dinner,1.0,27.5,6.5,21.5,265.0,168.5,413.0,0.5,2.0,10.0,45.0,55 mins,4.94
857,20,Borscht,Dinner,1.0,4.5,5.0,28.0,167.0,,599.5,4.0,10.0,15.0,30.0,45 mins,5.0
858,21,Tortilla Soup,Dinner,1.0,17.0,10.0,16.0,246.0,46.0,593.0,3.0,4.0,15.0,25.0,40 mins,4.67
859,22,Creamy Roasted Acorn Squash Soup,Dinner,1.0,4.5,5.0,33.5,180.0,,230.0,5.0,7.0,15.0,,1 hr 15 mins,5.0
860,23,"Sweet Potato Soup with Sausage (Slow Cooker, Instant Pot, Stove)",Instant Pot,1.0,23.5,8.5,23.0,265.0,66.0,1236.0,4.0,7.0,10.0,,6 hrs 10 mins,4.93
861,24,"Healing Turmeric Chicken Noodle Soup (GF, DF)",Dinner,2.0,27.5,3.5,56.0,386.0,78.0,369.5,4.0,4.0,20.0,15.0,1 hr 35 mins,4.96
862,25,Black Bean Soup (Freezer Friendly),lunch,1.0,13.5,3.0,45.0,256.0,0.5,132.5,10.5,3.0,10.0,20.0,2 hrs 30 mins,4.96
863,26,Turmeric Roasted Sweet Potato and Macadamia Soup,Dinner,1.0,2.5,8.0,30.5,199.0,,196.0,5.0,2.0,10.0,10.0,1 hr 20 mins,4.91
864,27,Potato Leek Soup,dinner,1.0,4.5,2.5,23.5,133.0,7.0,416.0,3.0,5.0,5.0,25.0,30 mins,4.87
865,28,Creamy Sausage and Potato Soup,dinner,1.0,25.0,7.5,60.0,402.0,55.0,1164.0,9.5,8.0,10.0,45.0,55 mins,4.94
866,29,Spaghetti and Meatball Soup,dinner,1.0,22.0,3.0,27.5,213.0,,739.0,4.0,2.0,10.0,20.0,30 mins,4.95
867,30,Creamy Corn Soup with Queso Fresco,,1.0,11.5,6.5,28.5,206.0,18.0,462.5,2.0,14.0,10.0,25.0,35 mins,5.0
868,31,Escarole and Chickpea Soup with Garlic Toast,Dinner,1.0,10.5,4.0,38.0,222.0,,466.0,8.5,5.5,5.0,20.0,25 mins,5.0
869,32,Lobster Bisque,Dinner,1.0,14.0,6.0,17.0,203.0,65.0,852.0,2.5,7.0,15.0,50.0,1 hr 5 mins,4.75
870,33,Colombian Chicken Sancocho (Sancocho de Pollo),lunch,1.0,34.0,8.0,41.0,405.0,140.0,599.5,5.5,10.0,15.0,,1 hr 15 mins,4.9
871,34,Spring Green Pea Soup with Fresh Herbs,lunch,1.0,6.5,6.0,20.5,160.0,1.5,444.0,6.5,8.5,5.0,10.0,15 mins,4.91
872,35,Quick Shrimp Pho with Vegetables,Dinner,1.0,30.5,2.5,19.5,233.0,172.5,1548.5,3.5,4.0,15.0,45.0,1 hr,4.91
873,36,Butternut Squash Lentil Soup,lunch,1.0,4.0,1.5,25.0,122.0,,309.5,7.0,8.0,15.0,50.0,1 hr 5 mins,4.94
874,37,Slow Cooker Butternut Squash Pear Soup,dinner,1.0,3.0,3.0,25.5,132.0,,275.0,6.0,10.0,5.0,,8 hrs 5 mins,4.76
875,38,Detox Vegetable Soup,Dinner,1.0,15.0,12.5,34.0,293.0,,646.0,11.0,7.0,15.0,30.0,45 mins,4.74
876,39,Turkey Meatball Tortellini Soup with Spinach,,1.0,20.0,9.0,26.0,271.0,89.0,1064.0,3.0,3.0,15.0,35.0,50 mins,4.8
877,40,Clam Chowder Lightened Up,Dinner,1.0,16.0,6.0,23.5,209.0,,209.5,2.0,6.0,5.0,25.0,30 mins,4.49
878,41,Lebanese Lentil Soup,dinner,1.0,13.5,3.0,45.5,260.0,6.0,275.5,9.0,6.0,10.0,,1 hr 20 mins,4.75
879,42,Chicken Barley Soup,quinoa,1.0,31.0,4.0,24.0,262.0,83.0,744.0,5.0,2.0,5.0,,1 hr 5 mins,4.95
880,43,Easy Wonton Soup,lunch,1.0,9.0,2.0,22.5,136.0,6.5,1218.0,2.5,5.0,15.0,15.0,30 mins,4.88
881,44,French Onion Soup,Dinner,1.0,17.9,11.0,31.6,312.8,11.8,875.0,3.3,4.8,5.0,55.0,1 hr,4.34
882,45,Changua (Colombian Milk and Egg Soup),breakfast,1.0,14.0,8.5,11.5,180.0,201.0,181.5,0.5,9.5,5.0,15.0,20 mins,4.8
883,46,Creamy Pumpkin Ginger Soup,dinner,1.0,3.5,8.0,16.0,145.0,8.0,926.0,3.5,7.5,5.0,5.0,1 hr 10 mins,4.8
884,47,Macaroni and Cheese Soup with Broccoli,dinner,1.0,17.0,9.5,28.0,253.0,,590.4,4.0,3.5,10.0,25.0,35 mins,4.69
885,48,Creamy Roasted Cauliflower Chowder,dinner,1.0,7.5,11.0,20.0,205.0,26.0,460.0,5.0,8.0,10.0,45.0,55 mins,4.85
886,49,Spinach Tortellini en Brodo (in Broth),dinner,1.0,11.5,5.5,33.0,228.0,32.5,915.5,2.5,3.5,5.0,25.0,30 mins,4.77
887,50,Green Detox Soup with Toasted Hemp Gremolata,dessert,1.0,15.0,26.0,34.5,413.0,,890.0,11.0,12.5,5.0,25.0,30 mins,4.56
888,51,Seattle Smoked Salmon Chowder,Instant Pot,2.0,31.0,11.5,36.0,377.0,77.0,783.0,6.0,9.0,10.0,30.0,40 mins,4.88
889,52,Cream of Broccoli Soup,lunch,1.0,10.5,7.0,14.0,150.0,19.5,796.5,4.0,6.5,5.0,15.0,20 mins,4.64
890,53,Kale and Potato Soup with Turkey Sausage,dinner,1.0,19.0,4.0,31.0,232.0,,647.0,5.5,3.0,10.0,35.0,45 mins,4.85
891,54,Red Lentil Soup with Spinach,Instant Pot,1.0,17.0,3.0,40.0,255.0,,590.0,16.0,3.5,5.0,30.0,35 mins,4.61
892,55,Chicken and Avocado Soup,Dinner,1.0,31.0,14.0,14.5,297.0,72.5,789.5,7.5,2.5,5.0,20.0,25 mins,4.81
893,56,Cheddar Corn Chowder with Bacon,Instant Pot,1.0,15.0,11.0,42.0,309.0,27.0,638.0,5.5,10.0,15.0,45.0,1 hr,4.83
894,57,Chicken Noodle Soup,lunch,1.0,26.5,6.5,13.5,223.5,117.0,775.5,1.5,3.0,5.0,25.0,30 mins,4.78
895,58,Turkey Cheeseburger Soup,Instant Pot,1.0,20.0,11.5,19.0,254.0,52.0,670.0,3.5,5.0,10.0,20.0,30 mins,4.84
896,59,Carrot Ginger Soup,lunch,1.0,3.0,5.0,16.0,115.0,13.5,114.0,4.0,8.0,10.0,40.0,50 mins,4.83
897,60,Instant Pot Turkey Meatball and Ditalini Soup,Instant Pot,1.0,22.0,8.5,36.5,318.0,87.0,1003.0,2.5,7.5,20.0,35.0,55 mins,4.85
898,61,Dad’s Creamy Cauliflower Soup,dinner,1.0,4.0,3.0,11.0,80.0,8.0,494.0,4.0,,5.0,25.0,30 mins,4.88
899,62,Leftover Ham Bone Soup with Potatoes and Cabbage,Instant Pot,1.0,10.5,2.5,15.0,124.0,22.0,437.0,3.5,4.5,10.0,30.0,40 mins,4.81
900,63,Stuffed Pepper Soup,Instant Pot,1.0,21.5,5.0,37.5,285.0,46.5,621.0,4.5,6.5,10.0,35.0,45 mins,4.83
901,64,Pressure Cooker Split Pea Soup with Ham,Instant Pot,1.0,17.0,1.5,39.0,182.0,,459.0,15.0,4.0,5.0,20.0,25 mins,4.95
902,65,Chicken Soup with Spinach and Whole Wheat Acini di Pepe,boneless chicken thighs,1.0,28.0,6.0,25.0,266.0,95.0,772.0,3.0,3.0,5.0,25.0,30 mins,4.95
903,66,Asian Beef Zoodle Soup (Whole30 Low-Carb Pho),,1.0,23.0,8.5,19.5,241.0,,870.5,4.0,8.0,5.0,15.0,20 mins,4.82
904,67,Instant Pot Tomato Basil Soup,Instant Pot,1.0,8.0,8.0,20.0,195.0,19.0,959.0,1.5,9.0,10.0,35.0,45 mins,4.44
905,68,Lasagna Soup,dinner,1.0,22.5,10.0,29.5,292.0,63.5,747.5,4.0,2.5,10.0,50.0,1 hr,4.94
906,69,"Chunky Beef, Cabbage and Tomato Soup (Instant Pot or Stove Top)",Dinner,1.0,15.5,6.0,14.0,181.0,40.0,592.0,2.0,4.5,10.0,30.0,40 mins,4.91
907,70,Roasted Brussels Sprouts and Cauliflower Soup,Dinner,1.0,6.5,8.0,22.0,173.0,2.5,393.0,8.0,4.0,5.0,30.0,35 mins,4.65
908,71,Turmeric Roasted Cauliflower Soup,,1.0,4.0,10.5,14.0,159.0,,293.0,5.0,2.0,15.0,45.0,1 hr,4.85
909,72,Chickpea Tomato Soup,lunch,1.0,9.0,3.0,36.0,215.0,2.5,387.0,6.0,6.0,10.0,35.0,45 mins,5.0
910,73,Chicken Enchilada Soup (Slow Cooker and Instant Pot),Instant Pot,1.0,30.0,10.0,35.0,333.0,65.5,812.5,9.5,6.0,10.0,20.0,30 mins,4.92
911,74,Taco Soup,dinner,1.0,22.0,2.0,31.5,225.0,25.0,905.0,7.5,4.0,5.0,15.0,20 mins,4.98
912,75,"Beef, Tomato and Acini di Pepe Soup (Instant Pot, SC + Stove)",,1.0,21.0,8.0,23.0,249.0,49.0,593.0,3.0,4.0,10.0,40.0,50 mins,4.9
913,76,16 Bean Soup with Ham and Kale,dinner,1.0,13.5,2.0,36.0,155.0,4.0,647.0,18.5,3.5,10.0,30.0,2 hrs 40 mins,4.92
914,77,Chicken and Lentil Soup (Instant Pot),Instant Pot,1.0,23.5,3.0,40.0,263.0,40.0,503.5,6.5,1.5,,,45 mins,4.88
915,78,Broccoli Cheese Soup with Potato,lunch,1.0,16.0,9.5,25.5,239.0,30.0,603.0,3.5,,10.0,20.0,30 mins,4.87
916,79,Slow Cooker Butternut Squash Soup,,1.0,3.0,3.0,35.0,152.0,2.5,310.0,8.5,1.5,15.0,,4 hrs 15 mins,4.75
917,80,Chipotle Chicken Zucchini “Fideo” Soup (Slow Cooker or Instant Pot),Instant Pot,1.0,31.0,11.0,16.0,286.0,87.0,847.0,5.0,5.0,10.0,35.0,45 mins,4.5
918,81,Chicken Sweet Potato and Kale Soup,lunch,1.0,28.0,4.0,19.0,223.0,63.0,1142.0,4.0,2.0,,,1 hr 5 mins,4.97
919,82,50 Light and Healthy Soup Recipes,dinner,,,,,,,,,,,,,
920,83,Instant Pot Smoked Turkey Black Bean Soup,Instant Pot,1.0,19.0,2.0,26.0,133.0,21.0,476.0,16.0,1.0,10.0,,1 hr 10 mins,4.92
921,84,Cauliflower Leek Soup,lunch,1.0,5.5,3.0,20.0,115.0,6.0,511.0,5.0,4.0,5.0,25.0,30 mins,5.0
922,85,Creamy Lentil Soup,lunch,1.0,12.0,1.0,30.0,139.0,,582.0,10.0,2.0,5.0,40.0,45 mins,4.84
923,86,Turkey Meatball Vegetable Soup,,1.0,21.0,9.0,14.0,229.0,87.0,747.0,3.0,4.0,15.0,,1 hr 15 mins,4.99
924,87,Caramelized Apple Onion Soup,lunch,,2.0,6.0,34.0,193.0,14.0,194.0,5.0,20.0,10.0,10.0,1 hr 15 mins,3.5
925,88,Slow Cooker Minestrone Soup,Instant Pot,1.0,9.0,3.0,32.0,190.0,,483.0,8.0,4.0,15.0,45.0,1 hr,4.94
926,89,Cream of Zucchini Soup,dinner,1.0,3.5,1.0,10.0,60.0,3.0,579.0,3.0,4.0,5.0,20.0,25 mins,4.82
927,90,Cream of Asparagus Leek Soup with Creme Fraiche,asparagus,,7.0,5.0,20.0,141.0,14.0,476.0,5.0,4.0,5.0,40.0,45 mins,5.0
928,91,Cauliflower Watercress Soup,,1.0,6.0,3.0,12.0,93.0,8.0,623.0,4.0,1.0,5.0,25.0,30 mins,5.0
929,92,Three Cheese Tortellini and Mushroom Soup,Instant Pot,1.0,7.5,3.5,19.0,137.0,13.0,708.5,2.5,4.0,5.0,30.0,35 mins,4.34
930,93,Chicken and Lentil Soup,lunch,1.0,23.5,3.0,40.0,263.0,40.0,503.5,6.5,1.5,5.0,45.0,50 mins,4.83
931,94,Chicken Shiitake and Wild Rice Soup,Dinner,1.0,13.0,4.0,27.0,200.0,42.0,844.0,2.0,2.0,10.0,50.0,1 hr,4.92
932,95,Creamy Slow Cooker Tomato Soup,lunch,1.0,8.0,10.0,17.0,177.0,21.0,600.0,3.0,8.0,10.0,40.0,6 hrs 50 mins,4.85
933,96,Creamy Chicken and Mushroom Soup,,1.0,13.6,3.4,12.0,111.5,5.2,538.8,0.9,1.4,,,,5.0
934,97,Corned Beef and Cabbage Soup,dinner,1.0,14.0,12.0,31.5,281.0,50.0,782.0,7.0,3.5,10.0,35.0,1 hr 45 mins,4.64
935,98,Crock Pot Picante Chicken and Black Bean Soup,lunch,1.0,28.0,6.0,37.5,306.0,,698.5,13.5,3.0,10.0,,4 hrs 10 mins,5.0
936,99,CrockPot Tuscan White Bean and Garlic Soup,,,15.0,3.0,41.0,241.0,,322.0,6.0,,5.0,,4 hrs 5 mins,4.5
937,100,Turkey Pot Pie Soup,,1.0,18.0,2.0,27.0,192.0,,,3.0,8.5,,,45 mins,4.86
938,101,Roasted Pumpkin Sage Soup,dinner,1.0,6.0,3.0,25.0,137.5,6.0,459.0,7.0,9.0,5.0,40.0,1 hr 45 mins,5.0
939,102,Creamy Mushroom Soup,lunch,1.0,3.0,2.0,11.0,65.0,4.0,571.0,1.0,3.0,10.0,20.0,30 mins,4.92
940,103,Beef Barley Soup,dinner,1.0,32.0,11.0,27.0,336.0,60.0,453.0,6.0,1.5,10.0,,2 hrs 10 mins,4.71
941,104,Irish Oatmeal Leek Soup,Dinner,,7.5,3.0,23.0,140.5,2.0,529.0,2.5,6.0,5.0,,1 hr,4.75
942,105,Roasted Red Kuri Coconut Curry Soup,appetizer,,1.7,4.0,14.1,98.0,,807.6,2.2,1.6,10.0,30.0,1 hr 40 mins,5.0
943,106,Roasted Acorn Squash Soup with Leeks and Pepitas,lunch,1.0,3.9,4.9,19.4,121.8,,310.9,5.1,0.9,5.0,,1 hr 5 mins,4.5
944,107,Halibut and Shellfish Soup,Dinner,1.0,49.8,5.8,9.4,300.4,220.0,1023.3,1.2,1.5,15.0,15.0,30 mins,4.67
945,108,Chicken and Cavatelli Noodle Soup,lunch,1.0,35.0,8.0,33.0,347.0,129.5,1137.0,2.0,2.0,10.0,40.0,50 mins,4.67
946,109,"Beef, Potato and Quinoa Soup",quinoa,1.0,15.7,13.8,31.3,307.9,38.6,277.0,4.6,2.0,10.0,,2 hrs,4.93
947,110,Tomato Bisque,,2.0,4.5,4.4,19.5,125.0,15.0,1064.0,4.5,3.0,10.0,35.0,45 mins,4.64
948,111,Homemade Chicken Broth From Your Crock Pot,,1.0,1.0,,,10.0,,860.0,,1.0,10.0,,4 hrs 10 mins,5.0
949,112,"Turkey Sausage, Kale and White Bean Soup",Dinner,2.0,33.0,13.0,15.0,320.5,105.0,697.0,5.0,1.0,10.0,35.0,45 mins,4.67
950,113,Spinach Stracciatella Soup with Orzo,dinner,1.0,10.0,4.0,11.0,127.0,69.0,868.0,1.0,2.0,10.0,20.0,30 mins,5.0
951,114,Butternut Squash Soup with Sage,Dinner,1.0,2.5,0.5,11.5,56.0,,300.0,2.5,1.5,15.0,45.0,1 hr,4.28
952,115,Dad’s Cauliflower Soup,,1.0,3.3,0.6,8.8,45.1,0.3,469.1,3.7,,5.0,25.0,30 mins,5.0
953,116,Split Pea Soup with Ham,Dinner,1.0,27.0,8.5,54.5,394.0,33.5,606.0,18.0,7.5,5.0,,2 hrs,4.87
954,0,Green Curry Noodles,Dinner,1.0,15.0,10.5,47.5,346.0,,1003.5,3.0,9.5,25.0,15.0,40 mins,
955,1,18 Easy Taco Recipes,,,,,,,,,,,,,,
956,2,Baked Steelhead Trout,Dinner,6.0,36.0,8.5,7.5,242.0,100.5,262.5,3.0,1.5,15.0,20.0,35 mins,4.34
957,3,Chicken Saltimbocca,Dinner,1.0,21.7,4.3,4.5,155.2,,,0.2,,10.0,10.0,20 mins,5.0
958,4,Italian Shrimp Salad,lunch,1.0,20.0,11.5,5.0,198.0,152.0,442.5,1.5,1.0,20.0,0.0,3 hrs 20 mins,4.86
959,5,Ground Turkey Tacos,dinner,2.0,29.0,16.0,31.5,372.0,99.0,,5.5,5.0,20.0,30.0,50 mins,5.0
960,6,Braised Brisket with Potatoes and Carrots,Dinner,4.0,29.0,6.5,29.0,293.0,46.5,355.0,4.5,3.0,30.0,30.0,4 hrs,5.0
961,7,Pad Thai,Asparagus,1.0,40.0,18.5,25.0,420.0,,1391.0,2.0,9.5,10.0,15.0,25 mins,4.89
962,8,Chicken Pasta Primavera,asparagus,1.0,30.0,6.5,48.0,369.0,69.0,706.0,7.0,8.0,20.0,30.0,50 mins,4.88
963,9,Grilled Salmon Bruschetta with Avocado,Dinner,1.0,35.5,19.0,7.0,340.5,94.0,153.5,3.0,0.5,10.0,10.0,20 mins,4.92
964,10,Chicken Marbella,dinner,1.0,38.0,12.0,14.0,323.0,179.0,713.0,2.0,8.0,15.0,43.0,58 mins,4.93
965,11,One Pot Chicken and Orzo,dinner,1.0,23.5,18.0,41.5,425.0,92.0,724.0,3.0,7.0,15.0,50.0,1 hr 5 mins,4.77
966,12,Italian Sub Salad,Dinner,2.0,22.0,19.0,11.5,298.0,71.5,1573.5,3.0,5.5,20.0,0.0,20 mins,5.0
967,13,Baked Honey-Mustard Ham,Dessert,3.0,16.5,3.0,4.0,106.0,48.5,826.0,,4.0,5.0,,2 hrs 15 mins,5.0
968,14,Risotto Primavera,asparagus,1.0,9.0,6.5,51.0,303.0,12.0,338.5,3.0,5.5,15.0,30.0,45 mins,4.95
969,15,Honey Baked Spiral Ham,Dinner,3.0,16.0,5.0,7.5,135.0,48.5,764.0,,7.0,5.0,,2 hrs,5.0
970,16,Spanish Tortilla with Pimenton Aioli,appetizer,1.0,9.0,14.5,21.5,247.0,188.0,363.5,2.0,2.5,15.0,,1 hr 15 mins,4.44
971,17,Fish Cakes,Dinner,2.0,29.0,9.5,19.5,277.0,153.5,624.0,1.0,3.0,5.0,15.0,20 mins,4.84
972,18,Slow Cooker Chicken and Lentil Soup,lunch,1.0,29.5,8.5,41.0,350.0,67.5,539.5,7.0,4.5,15.0,,4 hrs 15 mins,4.77
973,19,Crock Pot Corned Beef and Cabbage,dessert,3.0,18.0,16.5,19.0,294.5,83.0,960.0,5.5,3.0,10.0,30.0,5 hrs 40 mins,4.87
974,20,Butternut Squash Soup,Dinner,1.0,3.0,4.0,28.0,144.0,,199.0,5.0,10.0,20.0,40.0,1 hr,5.0
975,21,Air Fryer Peanut Curry Tofu with Gingery Cauliflower Rice,Cauliflower Rice,1.0,30.0,29.0,24.0,453.0,,981.0,8.5,9.0,10.0,20.0,40 mins,4.8
976,22,Chicken Pot Pie Soup,Dinner,1.0,30.0,3.5,32.0,268.0,64.0,983.0,4.0,12.0,10.0,35.0,45 mins,4.75
977,23,Chicken Florentine,Dinner,1.0,31.5,13.5,11.5,291.0,100.0,632.5,2.5,3.5,15.0,25.0,40 mins,4.83
978,24,White Chicken Chili,boneless chicken thighs,1.0,41.0,5.5,40.5,372.0,99.5,590.0,7.5,6.0,10.0,45.0,55 mins,4.74
979,25,Chicken Gnocchi Soup,Dinner,1.0,29.5,7.5,37.0,341.0,86.0,790.5,2.5,2.5,10.0,35.0,45 mins,4.95
980,26,Crock Pot Pasta Sauce with Sausage,Dinner,1.0,14.0,3.5,9.5,115.0,,455.0,2.0,4.0,15.0,,6 hrs 15 mins,4.88
981,27,Penne alla Vodka with Chicken,Dinner,1.0,42.5,10.0,66.5,519.0,85.5,700.5,8.0,10.0,20.0,40.0,1 hr,4.84
982,28,Korean-Inspired Salmon Rice Bowl,Rice Bowl,1.0,33.0,10.0,50.0,431.0,78.0,416.0,1.0,6.0,10.0,6.0,21 mins,4.92
983,29,Lentil Bolognese,dinner,1.0,19.5,3.0,69.0,358.0,,748.0,10.0,11.0,10.0,,1 hr 10 mins,5.0
984,30,Crock Pot Pork Roast,dinner,3.0,33.0,9.0,37.0,361.0,72.0,754.0,1.5,7.0,10.0,10.0,8 hrs 20 mins,4.94
985,31,Pesto Salmon,Cauliflower Rice,1.0,30.0,17.0,2.0,290.0,83.5,230.0,,0.5,2.0,6.0,14 mins,5.0
986,32,Marry Me Chicken,Dinner,1.0,30.0,13.0,12.0,286.0,96.0,504.5,1.5,2.0,10.0,25.0,35 mins,4.93
987,33,Crispy Baked Chicken Thighs,Dinner,1.0,15.5,17.0,1.5,227.0,92.0,417.0,0.5,1.0,10.0,40.0,50 mins,4.84
988,34,BBQ Chicken Tenders in Air Fryer,lunch,3.0,43.0,6.5,17.5,312.0,171.0,751.5,1.0,5.0,10.0,20.0,30 mins,5.0
989,35,Italian Wedding Soup,lunch,1.0,22.0,3.0,12.0,167.0,25.0,647.5,2.5,0.5,20.0,10.0,30 mins,4.93
990,36,Garlic Rosemary Beef Tenderloin,Dinner,1.0,33.5,8.5,0.5,211.0,93.5,343.5,,,10.0,45.0,1 hr 5 mins,5.0
991,37,Roast Beef,Dinner,6.0,53.0,10.0,0.5,304.0,131.5,491.5,0.5,,5.0,,1 hr 15 mins,4.91
992,38,King Crab Legs,Dinner,2.0,83.0,2.5,,380.0,190.0,3792.0,,,0.0,10.0,10 mins,3.0
993,39,Escarole Pasta with Sausage and Peppers,Dinner,1.0,21.0,5.5,47.0,298.0,,,7.5,1.1,5.0,15.0,20 mins,4.97
994,40,Slow Cooker Black Eyed Peas with Ham,Dinner,1.0,8.0,2.0,16.0,115.0,13.0,372.5,4.0,5.0,10.0,7.0,16 mins,5.0
995,41,The Best Lasagna Recipe,cottage cheese,1.0,37.0,11.5,36.5,394.0,107.5,840.0,3.5,7.0,15.0,30.0,1 hr 45 mins,4.8
996,42,Leftover Turkey Noodle Soup,Dinner,1.0,5.0,0.5,25.5,131.0,,57.0,4.5,2.5,10.0,,10 mins,5.0
997,43,Leftover Turkey Enchiladas Skillet,Dinner,1.0,33.5,9.0,27.0,315.0,74.5,572.5,7.0,8.0,10.0,20.0,35 mins,4.88
998,44,Turkey Roulade (Stuffed Turkey Breast),Dinner,2.0,68.5,12.5,19.0,484.0,,1700.0,2.0,2.5,30.0,,1 hr 30 mins,5.0
999,45,Meximelt,lunch,1.0,21.5,12.0,20.0,224.0,61.0,640.5,12.0,2.0,10.0,30.0,40 mins,4.94
1000,46,Butternut Squash Lasagna (No-Noodle),cottage cheese,1.0,29.0,19.0,30.0,402.0,109.0,918.0,5.0,5.0,20.0,20.0,1 hr 40 mins,4.95
1001,47,Slow Cooker Chicken Enchiladas,Dinner,1.0,25.5,12.0,26.0,315.0,92.5,862.0,7.0,3.5,15.0,30.0,4 hrs 45 mins,4.91
1002,48,Cheesy Baked Pumpkin Pasta,Dinner,1.0,16.0,7.0,49.0,307.0,14.0,237.0,8.0,5.0,10.0,50.0,1 hr,5.0
1003,49,White Bean Pumpkin Turkey Chili (Slow Cooker or Instant Pot),Instant Pot,1.0,32.0,2.5,31.0,272.5,,499.0,12.0,2.5,5.0,,4 hrs 5 mins,4.58
1004,50,Beef Stew,dinner,1.0,40.5,22.0,20.5,439.0,130.5,482.5,4.0,7.5,20.0,45.0,3 hrs 5 mins,4.9
1005,51,Air Fryer Chicken Bites,dinner,1.0,38.5,7.5,1.0,233.0,124.0,868.0,0.5,0.5,5.0,24.0,29 mins,4.97
1006,52,Autumn Kale Salad with Chicken,Dinner,1.0,30.0,27.0,38.0,504.0,70.5,514.5,8.5,17.5,15.0,30.0,45 mins,5.0
1007,53,Stuffed Shells with Meat Sauce,cottage cheese,3.0,28.4,12.8,34.3,360.9,72.5,375.0,3.3,0.5,25.0,15.0,1 hr 40 mins,4.87
1008,54,Chicken Nuggets,cauliflower rice,6.0,28.0,13.0,13.0,280.0,154.5,670.5,1.5,1.5,20.0,10.0,30 mins,4.92
1009,55,Orange Chicken,asparagus,3.0,32.5,9.0,18.0,288.0,81.0,463.0,0.5,9.0,15.0,15.0,30 mins,4.96
